key,ra,dec,name,host,confirmed_real,confirmed_galaxy,rhalf,rhalf_em,rhalf_ep,position_angle,position_angle_em,position_angle_ep,ellipticity,ellipticity_em,ellipticity_ep,ellipticity_ul,ref_structure,distance_modulus,distance_modulus_em,distance_modulus_ep,ref_distance,apparent_magnitude_v,apparent_magnitude_v_em,apparent_magnitude_v_ep,ref_m_v,vlos_systemic,vlos_systemic_em,vlos_systemic_ep,vlos_sigma,vlos_sigma_em,vlos_sigma_ep,vlos_sigma_ul,ref_vlos,pmra,pmra_em,pmra_ep,pmdec,pmdec_em,pmdec_ep,ref_proper_motion,metallicity_spectroscopic,metallicity_spectroscopic_em,metallicity_spectroscopic_ep,metallicity_spectroscopic_sigma,metallicity_spectroscopic_sigma_em,metallicity_spectroscopic_sigma_ep,metallicity_spectroscopic_sigma_ul,ref_metallicity_spectroscopic,rcore,rcore_em,rcore_ep,rking,rking_em,rking_ep,ref_structure_king,rad_sersic,rad_sersic_em,rad_sersic_ep,n_sersic,n_sersic_em,n_sersic_ep,ref_structure_sersic,age,age_em,age_ep,ref_age,metallicity_isochrone,metallicity_isochrone_em,metallicity_isochrone_ep,ref_metallicity_isochrone,flux_HI,flux_HI_em,flux_HI_ep,flux_HI_ul,ref_flux_HI,metallicity_photometric,metallicity_photometric_em,metallicity_photometric_ep,metallicity_photometric_sigma,metallicity_photometric_sigma_em,metallicity_photometric_sigma_ep,metallicity_photometric_sigma_ul,ref_metallicity_photometric,M_V,M_V_em,M_V_ep,mass_stellar,distance,distance_em,distance_ep,ll,bb,sg_xx,sg_yy,sg_zz,distance_gc,distance_m31,distance_lg,distance_host,mass_HI,mass_HI_ul,metallicity,metallicity_em,metallicity_ep,metallicity_type,velocity_gsr,velocity_lg,mass_dynamical_wolf,mass_dynamical_wolf_em,mass_dynamical_wolf_ep,mass_dynamical_wolf_ul,rhalf_physical,rhalf_physical_em,rhalf_physical_ep,rhalf_sph_physical,rhalf_sph_physical_em,rhalf_sph_physical_ep,surface_brightness_rhalf,distance_measurement_method
ddo_190-gc1,216.1875,44.526694,DDO 190-GC1,ddo_190,1,,0.0044,,,,,,0.2,,,,Sharina2005A&A...442...85S,27.23,,,,20.01,0.07,0.07,Sharina2005A&A...442...85S,160.0,7.0,7.0,,,,,Forbes2024PASA...41...44F,,,,,,,,-2.17,0.05,0.12,,,,,Forbes2024PASA...41...44F,,,,,,,,,,,,,,,2.6,1.3,1.8,Forbes2024PASA...41...44F,,,,,,,,,,,,,,,,,,-7.22,0.07,0.07,5.12,2792.54,,,82.0038196,64.4727448,683.94,2395.62,1261.56,2792.07,2914.2,2827.5,0.24,,,-2.17,0.05,0.12,spectroscopic,272.6,273.46,,,,,3.57,,,3.2,,,18.87,host
eridanus_2-gc1,56.093333,-43.5333611,Eri II-GC,eridanus_2,1,,0.1567,0.01,0.01,75.0,6.0,6.0,0.31,0.06,0.05,,Simon2021ApJ...908...18S,22.84,,,,19.95,0.3,0.3,Simon2021ApJ...908...18S,79.7,3.8,3.1,2.3,2.3,5.3,,Zoutendijk2020A&A...635A.107Z,,,,,,,,-2.0,,,,,,,Simon2021ApJ...908...18S,,,,,,,,,,,,,,,13.2,0.3,0.3,Weisz2023ApJ...948...50W,-2.75,0.2,0.2,Weisz2023ApJ...948...50W,,,,,,,,,,,,,,-2.89,0.3,0.3,3.39,369.83,,,249.7807176,-51.6424539,-87.5,-264.88,-242.8,371.65,883.47,554.96,0.0,,,-2.0,,,spectroscopic,-72.19,-82.79,5.08,1.05,0.64,,16.84,1.06,1.07,13.97,1.05,1.04,26.41,host
eso_006-001-gc1,124.8542167,-85.14143056,ESO 006-001-GC,eso_006-001,1,,0.0025,,,,,,,,,,Makarova2023ApJ...943..139M,27.16,,,,19.76,0.1,0.1,Makarova2023ApJ...943..139M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.4,0.1,0.1,5.19,2703.96,,,297.9519535,-25.2212208,-2307.04,-1055.67,-935.15,2700.52,3283.62,2982.62,0.2,,,,,,,,,,,,,2.0,,,2.0,,,17.68,host
eso_269-066-gc3,198.28683,-44.8896083,ESO 269-066-GC3,eso_269-066,1,,0.0022,0.0001,0.0001,,,,0.13,,,,Georgiev2009MNRAS.392..879G,27.91,,,,17.92,0.06,0.06,Georgiev2009MNRAS.392..879G,774.0,6.0,6.0,,,,,Sharina2017MNRAS.471.1955S,,,,,,,,-1.5,0.2,0.2,,,,,Sharina2017MNRAS.471.1955S,,,,,,,,,,,,,,,12.6,1.5,1.5,Sharina2017MNRAS.471.1955S,,,,,,,,,,,,,,,,,,-9.99,0.06,0.06,6.23,3819.44,,,306.967922,17.8119454,-3576.6,1233.52,-523.96,3814.8,4591.38,4205.19,0.08,,,-1.5,0.2,0.2,spectroscopic,596.94,518.35,,,,,2.5,0.13,0.13,2.33,0.12,0.12,15.42,host
f8d1-gc1,146.164167,67.434972,F8D1-GC1,f8d1,1,,0.0078,,,,,,,,,,Caldwell1998AJ....115..535C,27.82,,,,21.68,0.05,0.05,Caldwell1998AJ....115..535C,-108.0,23.0,23.0,,,,,Forbes2024PASA...41...44F,,,,,,,,-1.06,0.55,0.56,,,,,Forbes2024PASA...41...44F,0.0026,,,0.084,,,Caldwell1998AJ....115..535C,,,,,,,,0.48,0.2,0.5,Forbes2024PASA...41...44F,,,,,,,,,,,,,,,,,,-6.14,0.05,0.05,4.69,3664.38,,,144.6284556,40.9435042,2745.73,2425.22,-83.25,3669.38,3425.68,3525.75,0.77,,,-1.06,0.55,0.56,spectroscopic,-3.46,25.36,,,,,8.31,,,8.31,,,22.03,host
fornax_1-gc1,39.2579167,-34.18361,Fornax-GC1,fornax_1,1,,0.1872,0.015,0.017,,,,,,,,Mackey2003MNRAS.340..175M,20.84,0.06,0.06,Mackey2003MNRAS.345..747M,15.335,0.325,0.325,Mackey2003MNRAS.340..175M,59.0,1.0,1.0,,,,,Letarte2006A&A...453..547L,,,,,,,,-2.5,0.1,0.1,,,,,Letarte2006A&A...453..547L,,,,,,,,,,,,,,,12.1,0.8,0.8,deBoer2016A&A...590A..35D,,,,,,,,,,,,,,,,,,-5.5,0.32,0.32,4.44,147.23,0.0,0.0,236.7244661,-66.2990912,-9.62,-127.57,-72.88,149.23,764.28,390.18,4.96,,,-2.5,0.1,0.1,spectroscopic,-33.5,-22.97,,,,,8.0,0.68,0.68,8.0,0.68,0.68,22.58,
fornax_1-gc2,39.68375,-34.80833,Fornax-GC2,fornax_1,1,,0.1135,0.0072,0.008,,,,,,,,Mackey2003MNRAS.340..175M,20.78,0.05,0.05,Mackey2003MNRAS.345..747M,13.61,0.3,0.3,Mackey2003MNRAS.340..175M,64.0,1.0,1.0,,,,,Letarte2006A&A...453..547L,,,,,,,,-2.1,0.1,0.1,,,,,Letarte2006A&A...453..547L,,,,,,,,,,,,,,,12.2,1.0,1.0,deBoer2016A&A...590A..35D,,,,,,,,,,,,,,,,,,-7.17,0.3,0.3,5.1,143.22,0.0,0.0,238.0786166,-65.8389185,-10.89,-123.54,-71.63,145.19,766.01,391.13,1.16,,,-2.1,0.1,0.1,spectroscopic,-31.21,-21.68,,,,,4.72,0.31,0.31,4.72,0.31,0.31,19.77,
fornax_1-gc3,39.9504167,-34.25833,Fornax-GC3,fornax_1,1,,0.0352,0.0022,0.0023,,,,,,,,Mackey2003MNRAS.340..175M,20.76,0.06,0.06,Mackey2003MNRAS.345..747M,12.86,0.3,0.3,Mackey2003MNRAS.340..175M,60.4,0.2,0.2,6.5,0.2,0.2,,Larsen2012A&A...546A..53L,,,,,,,,-2.4,0.1,0.1,,,,,Letarte2006A&A...453..547L,,,,,,,,,,,,,,,12.3,1.4,1.4,deBoer2016A&A...590A..35D,,,,,,,,,,,,,,,,,,-7.9,0.3,0.3,5.39,141.91,0.0,0.0,236.6632257,-65.7221641,-9.42,-122.23,-71.47,143.96,764.92,389.82,0.89,,,-2.4,0.1,0.1,spectroscopic,-33.97,-23.91,4.75,0.04,0.04,,1.45,0.09,0.09,1.45,0.09,0.09,16.48,
fornax_1-gc4,40.03167,-34.53611,Fornax-GC4,fornax_1,1,,0.0368,0.0053,0.0053,,,,,,,,Mackey2003MNRAS.340..175M,20.74,0.05,0.05,Greco2007ApJ...670..332G,13.785,0.6,0.6,Mackey2003MNRAS.340..175M,47.2,0.1,0.1,4.1,0.1,0.1,,Larsen2012A&A...546A..53L,,,,,,,,-1.4,0.1,0.1,,,,,Larsen2012A&A...546A..53L,,,,,,,,,,,,,,,10.2,1.2,1.2,deBoer2016A&A...590A..35D,,,,,,,,,,,,,,,,,,-6.95,0.6,0.6,5.02,140.6,0.0,0.0,237.299088,-65.6081298,-10.01,-120.98,-70.95,142.64,765.59,390.25,1.96,,,-1.4,0.1,0.1,spectroscopic,-48.11,-38.44,4.37,0.07,0.06,,1.5,0.21,0.22,1.5,0.21,0.22,17.5,
fornax_1-gc5,40.5879167,-34.101944,Fornax-GC5,fornax_1,1,,0.031,0.0028,0.0032,,,,,,,,Mackey2003MNRAS.340..175M,20.8,0.05,0.05,Mackey2003MNRAS.345..747M,13.61,0.5,0.5,Mackey2003MNRAS.340..175M,60.6,0.2,0.2,4.6,0.2,0.2,,Larsen2012A&A...546A..53L,,,,,,,,-2.1,0.1,0.1,,,,,Larsen2012A&A...546A..53L,,,,,,,,,,,,,,,11.5,1.5,1.5,deBoer2016A&A...590A..35D,,,,,,,,,,,,,,,,,,-7.19,0.5,0.5,5.11,144.54,0.0,0.0,236.0873297,-65.2267324,-9.18,-123.85,-73.95,146.66,765.09,390.47,2.57,,,-2.1,0.1,0.1,spectroscopic,-34.89,-25.0,4.41,0.06,0.06,,1.3,0.12,0.13,1.3,0.12,0.13,16.95,
fornax_1-gc6,40.02875,-34.422,Fornax-GC6,fornax_1,1,,0.28,0.033,0.033,13.1,7.3,10.4,0.41,0.1,0.1,,Wang2019ApJ...875L..13W,20.77,,,,16.037,0.4,0.4,Wang2019ApJ...875L..13W,50.5,1.7,1.7,5.6,1.8,2.0,,Pace2021ApJ...923...77P,0.392,0.026,0.026,-0.448,0.042,0.042,Pace2021ApJ...923...77P,-0.7,0.05,0.05,0.03,0.02,0.06,0.17,Pace2021ApJ...923...77P,,,,,,,,,,,,,,,2.0,,,Pace2021ApJ...923...77P,,,,,,,,,,,,,,,,,,-4.73,0.4,0.4,4.13,142.56,,,237.0279572,-65.6304984,-9.87,-122.69,-71.93,144.6,765.36,390.38,0.24,,,-0.7,0.05,0.05,spectroscopic,-44.5,-34.69,5.4,0.36,0.27,,11.58,1.35,1.36,8.84,1.27,1.31,23.57,host
ic_2574_gc-01,156.954167,68.361194,IC 2574-01,ic_2574,1,,0.0057,,,,,,,,,,Karim2024MNRAS.530.4936K,27.97,,,,17.53,,,Karim2024MNRAS.530.4936K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.44,,,6.41,3926.45,,,140.3082303,43.6044991,2839.47,2707.57,153.24,3930.98,3699.68,3794.96,5.14,,,,,,,,,,,,,6.47,,,6.47,,,17.19,host
ic_2574_gc-02,157.108333,68.419961,IC 2574-02,ic_2574,1,,0.0073,,,,,,,,,,Karim2024MNRAS.530.4936K,27.97,,,,19.23,,,Karim2024MNRAS.530.4936K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.74,,,5.73,3926.45,,,140.1953851,43.6045294,2839.75,2706.95,158.8,3930.97,3699.32,3794.79,0.47,,,,,,,,,,,,,8.38,,,8.38,,,19.45,host
ic_2574_gc-03,157.116667,68.416906,IC 2574-03,ic_2574,1,,0.0035,,,,,,,,,,Karim2024MNRAS.530.4936K,27.97,,,,19.33,,,Karim2024MNRAS.530.4936K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.64,,,5.69,3926.45,,,140.1954681,43.6088568,2839.55,2707.16,158.83,3930.97,3699.37,3794.81,0.6,,,,,,,,,,,,,4.0,,,4.0,,,17.94,host
ic_2574_gc-04,157.141667,68.438625,IC 2574-04,ic_2574,1,,0.0045,,,,,,,,,,Karim2024MNRAS.530.4936K,27.97,,,,19.53,,,Karim2024MNRAS.530.4936K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.44,,,5.61,3926.45,,,140.1651015,43.600331,2840.03,2706.58,160.26,3930.97,3699.17,3794.71,1.98,,,,,,,,,,,,,5.14,,,5.14,,,18.69,host
ic_2574_gc-05,157.208333,68.454169,IC 2574-05,ic_2574,1,,0.0098,,,,,,,,,,Karim2024MNRAS.530.4936K,27.97,,,,19.73,,,Karim2024MNRAS.530.4936K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.24,,,5.53,3926.45,,,140.1261334,43.607053,2839.8,2706.7,162.23,3930.97,3699.13,3794.69,3.91,,,,,,,,,,,,,11.23,,,11.23,,,20.58,host
ic_2574_gc-06,157.166667,68.443908,IC 2574-06,ic_2574,1,,0.0097,,,,,,,,,,Karim2024MNRAS.530.4936K,27.97,,,,19.83,,,Karim2024MNRAS.530.4936K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.14,,,5.49,3926.45,,,140.1510293,43.6032389,2839.92,2706.65,160.98,3930.97,3699.16,3794.71,2.67,,,,,,,,,,,,,11.04,,,11.04,,,20.65,host
ic_2574_gc-07,157.1625,68.405719,IC 2574-07,ic_2574,1,,0.0102,,,,,,,,,,Karim2024MNRAS.530.4936K,27.97,,,,20.13,,,Karim2024MNRAS.530.4936K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.84,,,5.37,3926.45,,,140.1903386,43.6287502,2838.62,2708.11,159.24,3930.97,3699.61,3794.93,1.89,,,,,,,,,,,,,11.61,,,11.61,,,21.06,host
ic_2574_gc-08,157.129167,68.447192,IC 2574-08,ic_2574,1,,0.0018,,,,,,,,,,Karim2024MNRAS.530.4936K,27.97,,,,20.13,,,Karim2024MNRAS.530.4936K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.84,,,5.37,3926.45,,,140.161031,43.5910683,2840.47,2706.1,160.39,3930.97,3699.04,3794.65,2.32,,,,,,,,,,,,,2.09,,,2.09,,,17.34,host
ic_2574_gc-09,157.116667,68.463481,IC 2574-09,ic_2574,1,,0.0063,,,,,,,,,,Karim2024MNRAS.530.4936K,27.97,,,,20.33,,,Karim2024MNRAS.530.4936K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.64,,,5.29,3926.45,,,140.1493076,43.5764297,2841.19,2705.32,160.85,3930.97,3698.82,3794.54,3.31,,,,,,,,,,,,,7.23,,,7.23,,,20.23,host
ic_2574_gc-10,157.170833,68.460686,IC 2574-10,ic_2574,1,,0.0017,,,,,,,,,,Karim2024MNRAS.530.4936K,27.97,,,,20.33,,,Karim2024MNRAS.530.4936K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.64,,,5.29,3926.45,,,140.1329459,43.5926399,2840.47,2706.03,161.79,3930.97,3698.97,3794.62,3.64,,,,,,,,,,,,,1.9,,,1.9,,,17.33,host
ic_2574_gc-11,156.8875,68.370072,IC 2574-11,ic_2574,1,,0.0012,,,,,,,,,,Karim2024MNRAS.530.4936K,27.97,,,,20.43,,,Karim2024MNRAS.530.4936K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.54,,,5.25,3926.45,,,140.3228977,43.5806224,2840.56,2706.47,152.33,3930.98,3699.42,3794.84,6.07,,,,,,,,,,,,,1.33,,,1.33,,,16.65,host
ic_2574_gc-12,156.941667,68.360358,IC 2574-12,ic_2574,1,,0.008,,,,,,,,,,Karim2024MNRAS.530.4936K,27.97,,,,20.63,,,Karim2024MNRAS.530.4936K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.34,,,5.17,3926.45,,,140.3134743,43.6017556,2839.59,2707.46,152.96,3930.98,3699.66,3794.95,5.4,,,,,,,,,,,,,9.14,,,9.14,,,21.03,host
ic_2574_gc-13,156.95,68.360886,IC 2574-13,ic_2574,1,,0.0058,,,,,,,,,,Karim2024MNRAS.530.4936K,27.97,,,,20.63,,,Karim2024MNRAS.530.4936K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.34,,,5.17,3926.45,,,140.3100077,43.6036049,2839.51,2707.53,153.15,3930.98,3699.67,3794.96,5.22,,,,,,,,,,,,,6.66,,,6.66,,,20.35,host
ic_2574_gc-14,156.970833,68.37115,IC 2574-14,ic_2574,1,,0.007,,,,,,,,,,Karim2024MNRAS.530.4936K,27.97,,,,20.73,,,Karim2024MNRAS.530.4936K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.24,,,5.13,3926.45,,,140.2924396,43.602024,2839.63,2707.36,154.0,3930.98,3699.6,3794.92,4.35,,,,,,,,,,,,,8.0,,,8.0,,,20.84,host
ic_2574_gc-15,157.166667,68.413322,IC 2574-15,ic_2574,1,,0.0085,,,,,,,,,,Karim2024MNRAS.530.4936K,27.97,,,,20.83,,,Karim2024MNRAS.530.4936K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.14,,,5.09,3926.45,,,140.1813278,43.6245534,2838.84,2707.86,159.65,3930.97,3699.53,3794.89,1.87,,,,,,,,,,,,,9.71,,,9.71,,,21.37,host
ic_2574_gc-16,157.008333,68.381775,IC 2574-16,ic_2574,1,,0.0045,,,,,,,,,,Karim2024MNRAS.530.4936K,27.97,,,,21.13,,,Karim2024MNRAS.530.4936K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.84,,,4.97,3926.45,,,140.2686326,43.604604,2839.57,2707.35,155.19,3930.98,3699.55,3794.9,3.17,,,,,,,,,,,,,5.14,,,5.14,,,20.29,host
ic_2574_gc-17,157.170833,68.445431,IC 2574-17,ic_2574,1,,0.0042,,,,,,,,,,Karim2024MNRAS.530.4936K,27.97,,,,21.13,,,Karim2024MNRAS.530.4936K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.84,,,4.97,3926.45,,,140.148048,43.6032748,2839.93,2706.63,161.12,3930.97,3699.16,3794.71,2.81,,,,,,,,,,,,,4.76,,,4.76,,,20.12,host
ic_2574_gc-18,157.166667,68.430339,IC 2574-18,ic_2574,1,,0.0065,,,,,,,,,,Karim2024MNRAS.530.4936K,27.97,,,,21.13,,,Karim2024MNRAS.530.4936K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.84,,,4.97,3926.45,,,140.1644681,43.6126957,2839.44,2707.18,160.39,3930.97,3699.33,3794.79,2.1,,,,,,,,,,,,,7.42,,,7.42,,,21.08,host
